ID,requestType_code,requestVariant_code,stepNo,stepName,activityDescription,processorTeam_ID,roleCode,taskName,isApproval,isMandatory,slaDays,isActive
45000000-0000-4000-8000-000000000007,OUTLINE_CONTRACT,CONTRACT_MOD,3,S/4 Data Validation,Validate and amend the outline contract,20000000-0000-4000-8000-000000000004,INFOMATE,Amend outline contract,true,true,3,true
45000000-0000-4000-8000-000000000008,OUTLINE_CONTRACT,CONTRACT_MOD,4,SCM Approval,Approve the amended outline contract,20000000-0000-4000-8000-000000000005,SCM,Approve contract amendment,true,true,2,true
45000000-0000-4000-8000-000000000009,OUTLINE_CONTRACT,CONTRACT_MOD,5,Notify Requestor,Confirm completion to the requestor,20000000-0000-4000-8000-000000000001,REQUESTER,Acknowledge completion,false,false,1,true
46000000-0000-4000-8000-000000000001,PURCHASE_ORDER,PO_CAPEX_IM,1,PO Request Details,Provide PO type contract vendor and line-item information,20000000-0000-4000-8000-000000000001,REQUESTER,Complete purchase order details,false,true,2,true
46000000-0000-4000-8000-000000000002,PURCHASE_ORDER,PO_CAPEX_IM,2,S/4 Data Validation,Validate the purchase order data,20000000-0000-4000-8000-000000000004,INFOMATE,Validate purchase order,true,true,3,true
46000000-0000-4000-8000-000000000003,PURCHASE_ORDER,PO_CAPEX_IM,3,PO Creation,Create the purchase order and trigger agreed outputs,20000000-0000-4000-8000-000000000004,INFOMATE,Create purchase order,true,true,3,true
46000000-0000-4000-8000-000000000004,PURCHASE_ORDER,PO_CAPEX_FM,1,PO Request Details,Provide PO type contract vendor and line-item information,20000000-0000-4000-8000-000000000001,REQUESTER,Complete purchase order details,false,true,2,true
46000000-0000-4000-8000-000000000005,PURCHASE_ORDER,PO_CAPEX_FM,2,Budget Confirmation,Finance confirms budget availability,20000000-0000-4000-8000-000000000002,FINANCE,Confirm budget,true,true,2,true
46000000-0000-4000-8000-000000000006,PURCHASE_ORDER,PO_CAPEX_FM,3,S/4 Data Validation,Validate the purchase order data,20000000-0000-4000-8000-000000000004,INFOMATE,Validate purchase order,true,true,3,true
46000000-0000-4000-8000-000000000007,PURCHASE_ORDER,PO_CAPEX_FM,4,PO Creation,Create the purchase order and trigger agreed outputs,20000000-0000-4000-8000-000000000004,INFOMATE,Create purchase order,true,true,3,true
46000000-0000-4000-8000-000000000008,PURCHASE_ORDER,PO_OPEX,1,PO Request Details,Provide PO type contract vendor and line-item information,20000000-0000-4000-8000-000000000001,REQUESTER,Complete purchase order details,false,true,2,true
46000000-0000-4000-8000-000000000009,PURCHASE_ORDER,PO_OPEX,2,Budget Confirmation,Finance confirms operating budget availability,20000000-0000-4000-8000-000000000002,FINANCE,Confirm budget,true,true,2,true
46000000-0000-4000-8000-000000000010,PURCHASE_ORDER,PO_OPEX,3,S/4 Data Validation,Validate the purchase order data,20000000-0000-4000-8000-000000000004,INFOMATE,Validate purchase order,true,true,3,true
46000000-0000-4000-8000-000000000011,PURCHASE_ORDER,PO_OPEX,4,PO Creation,Create the purchase order and trigger agreed outputs,20000000-0000-4000-8000-000000000004,INFOMATE,Create purchase order,true,true,3,true
47000000-0000-4000-8000-000000000001,SERVICE_ENTRY_SHEET,SES_NEW,1,SES Request Details,Provide PO service and SES line-item information,20000000-0000-4000-8000-000000000001,REQUESTER,Complete SES details,false,true,2,true
47000000-0000-4000-8000-000000000002,SERVICE_ENTRY_SHEET,SES_NEW,2,LOA Approval,Obtain the required LOA approval,20000000-0000-4000-8000-000000000001,APPROVER,Approve SES,true,true,2,true
47000000-0000-4000-8000-000000000003,SERVICE_ENTRY_SHEET,SES_NEW,3,S/4 Data Validation,Validate the SES and any foreign-currency budget condition,20000000-0000-4000-8000-000000000004,INFOMATE,Validate SES,true,true,3,true
47000000-0000-4000-8000-000000000004,SERVICE_ENTRY_SHEET,SES_NEW,4,SES Creation,Create the service entry sheet in S/4HANA,20000000-0000-4000-8000-000000000004,INFOMATE,Create SES,true,true,3,true
47000000-0000-4000-8000-000000000005,SERVICE_ENTRY_SHEET,SES_MOD,1,SES Modification Details,Provide the existing SES and requested changes,20000000-0000-4000-8000-000000000001,REQUESTER,Complete SES modification,false,true,2,true
47000000-0000-4000-8000-000000000006,SERVICE_ENTRY_SHEET,SES_MOD,2,LOA Approval,Obtain the required LOA approval,20000000-0000-4000-8000-000000000001,APPROVER,Approve SES modification,true,true,2,true
47000000-0000-4000-8000-000000000007,SERVICE_ENTRY_SHEET,SES_MOD,3,S/4 Data Validation,Validate the SES modification,20000000-0000-4000-8000-000000000004,INFOMATE,Validate SES modification,true,true,3,true
47000000-0000-4000-8000-000000000008,SERVICE_ENTRY_SHEET,SES_MOD,4,SES Update,Update the service entry sheet in S/4HANA,20000000-0000-4000-8000-000000000004,INFOMATE,Update SES,true,true,3,true
