ID,createdAt,createdBy,modifiedAt,modifiedBy,referenceNumber,subProcessType_code,processType_code,processorTeam_ID,processorTeamName,stepNo,stepName,activityDescription,role,slaDays
92543020-2d6d-4064-8b1d-b17465f7d2e8,2026-08-10T13:11:23.121,venkata.manisha@ext.dialog.lk,2026-08-10T13:11:23.121,venkata.manisha@ext.dialog.lk,STP-000024,FTK_NON_FACTORING_BASED_UAC,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,3,Payment Run and Document Archiving,Payment Run and Document Archiving,,1
4217f1dd-6d5e-4012-949e-bbea600d13e9,2026-08-10T13:11:49.241,venkata.manisha@ext.dialog.lk,2026-08-10T13:11:49.241,venkata.manisha@ext.dialog.lk,STP-000025,FTK_NON_FACTORING_BASED_UAC,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,4,Quality Check,Quality Check,,1
b3238d69-6e69-4666-96dd-57c2ac386fc6,2026-08-10T13:19:54.286,venkata.manisha@ext.dialog.lk,2026-08-10T13:19:54.286,venkata.manisha@ext.dialog.lk,STP-000026,FTK_NON_FACTORING_BASED_UAC,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,5,Payment Completion	,Payment Completion,,1
1d8cb435-1b0d-45ad-bee2-2c5e4a300fbb,2026-08-10T13:20:32.725,venkata.manisha@ext.dialog.lk,2026-08-10T13:20:32.725,venkata.manisha@ext.dialog.lk,STP-000027,FTK_NON_FACTORING_BASED_UAC,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,6,Payment completed update by Vendor,Vendor acknowledges receipt and updates status,,1
c245dfb7-5094-4c8d-bb13-449e7274e8b7,2026-08-10T13:22:01.557,venkata.manisha@ext.dialog.lk,2026-08-10T13:22:01.557,venkata.manisha@ext.dialog.lk,STP-000028,FTK_SERVICE_PAYMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,1,"Submit request with invoice, UAC, Excel","Vendor submits a consolidated request including the invoice, UAC and the supporting documents.",,1
f7e554de-710d-4ffa-b58b-53f04ef5e566,2026-08-10T13:22:44.716,venkata.manisha@ext.dialog.lk,2026-08-10T13:22:44.716,venkata.manisha@ext.dialog.lk,STP-000029,FTK_SERVICE_PAYMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,2,IV Confirmation and Document Archiving,"At the stage of IV, a task will be created for Treasury and budget team as applicable.",,1
a10650a1-716e-42e0-8033-f4ab7fb17bab,2026-08-10T13:23:09.263,venkata.manisha@ext.dialog.lk,2026-08-10T13:23:09.263,venkata.manisha@ext.dialog.lk,STP-000030,FTK_SERVICE_PAYMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,3,Payment Run and Document Archiving,Payment Run and Document Archiving,,1
34c3cc9c-80fe-4049-800d-e31798b0f5be,2026-08-10T13:23:34.654,venkata.manisha@ext.dialog.lk,2026-08-10T13:23:34.654,venkata.manisha@ext.dialog.lk,STP-000031,FTK_SERVICE_PAYMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,4,Quality Check ,Quality Check ,,1
93c0923b-398a-4e21-b90e-abba311df61d,2026-08-10T13:23:59.04,venkata.manisha@ext.dialog.lk,2026-08-10T13:23:59.04,venkata.manisha@ext.dialog.lk,STP-000032,FTK_SERVICE_PAYMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,5,Payment Completion,Payment Completion,,1
a246444e-11bf-4f85-9ee5-99abd905be98,2026-08-10T13:24:32.987,venkata.manisha@ext.dialog.lk,2026-08-10T13:24:32.987,venkata.manisha@ext.dialog.lk,STP-000033,FTK_SERVICE_PAYMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,6,Payment completed update by Vendor,Vendor acknowledges receipt and updates status. ,,1
5245865f-c3d1-4881-b045-9d1963792f7e,2026-08-10T13:26:32.469,venkata.manisha@ext.dialog.lk,2026-08-10T13:26:32.469,venkata.manisha@ext.dialog.lk,STP-000034,FTK_DUTY_REIMBURSEMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,1,Submit request with debit note,Internal user submits the duty reimbursement request together with the debit note.,,1
d489a2ab-eae3-4394-9f4f-059598e88a57,2026-08-10T13:27:09.989,venkata.manisha@ext.dialog.lk,2026-08-10T13:27:09.989,venkata.manisha@ext.dialog.lk,STP-000035,FTK_DUTY_REIMBURSEMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,2,IV Confirmation and Document Archiving,"At the stage of IV, a task will be created for Treasury as applicable.",,1
b3ae3828-fc49-438c-afc4-e201c4bd0367,2026-08-10T13:27:30.681,venkata.manisha@ext.dialog.lk,2026-08-10T13:27:30.681,venkata.manisha@ext.dialog.lk,STP-000036,FTK_DUTY_REIMBURSEMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,3,Payment Run and Document Archiving,Payment Run and Document Archiving,,1
b7c19f24-e2b1-4d0a-a5c4-af320816b08d,2026-08-10T13:27:53.516,venkata.manisha@ext.dialog.lk,2026-08-10T13:27:53.516,venkata.manisha@ext.dialog.lk,STP-000037,FTK_DUTY_REIMBURSEMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,4,Quality Check ,Quality Check ,,1
8603cb27-a4c9-4b84-8f82-615633021255,2026-08-10T13:28:14.5,venkata.manisha@ext.dialog.lk,2026-08-10T13:28:14.5,venkata.manisha@ext.dialog.lk,STP-000038,FTK_DUTY_REIMBURSEMENT,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,5,Payment Completion,Payment Completion,,1
6ffed508-4ce0-4806-9103-f4a59200b86e,2026-08-11T05:50:44.816,venkata.manisha@ext.dialog.lk,2026-08-11T05:50:44.816,venkata.manisha@ext.dialog.lk,STP-000043,PO_BEFORE_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,1,User submits the invoice ,Internal user submits the invoice and/or credit note together with the WHT certificate or reference.,,1
9d0a2202-05b0-45b1-89ef-82b3abd572f4,2026-08-11T05:51:06.909,venkata.manisha@ext.dialog.lk,2026-08-11T05:51:06.909,venkata.manisha@ext.dialog.lk,STP-000044,PO_BEFORE_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,2,IV Confirmation and Document Archiving,IV Confirmation and Document Archiving,,1
c57fba41-ca1c-44bc-be8f-a5a78947cb18,2026-08-11T05:51:42.589,venkata.manisha@ext.dialog.lk,2026-08-11T05:51:42.589,venkata.manisha@ext.dialog.lk,STP-000045,PO_BEFORE_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,3,Payment Run and Document Archiving	,Payment Run and Document Archiving	,,1
dcc33491-f329-42f2-81a4-f98bd5130a56,2026-08-11T05:52:16.314,venkata.manisha@ext.dialog.lk,2026-08-11T05:52:16.314,venkata.manisha@ext.dialog.lk,STP-000046,PO_BEFORE_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,4,Quality Check,Quality Check,,1
3d26cf7a-f2fd-4fd8-b2f8-ddd5ed833bb5,2026-08-11T05:52:34.913,venkata.manisha@ext.dialog.lk,2026-08-11T05:52:34.913,venkata.manisha@ext.dialog.lk,STP-000047,PO_BEFORE_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,5,Payment Completion,Payment Completion,,1
68c46bc8-ae4e-4507-9ecc-f0f254167e4f,2026-08-11T05:54:15.486,venkata.manisha@ext.dialog.lk,2026-08-11T05:54:15.486,venkata.manisha@ext.dialog.lk,STP-000048,PO_AFTER_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,1,User submits the invoice ,Internal user submits the invoice together with the WHT clearance or reference.,,1
1046f247-5d05-40e2-9c6c-7f60d199f4c4,2026-08-11T05:54:33.6,venkata.manisha@ext.dialog.lk,2026-08-11T05:54:33.6,venkata.manisha@ext.dialog.lk,STP-000049,PO_AFTER_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,2,IV Confirmation and Document archiving,IV Confirmation and Document archiving,,1
e16ff232-5a4a-4181-858d-c7f732c643e2,2026-08-11T05:56:53.187,venkata.manisha@ext.dialog.lk,2026-08-11T05:56:53.187,venkata.manisha@ext.dialog.lk,STP-000050,PO_AFTER_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,3,Payment Run and Document Archiving,Payment Run and Document Archiving,,1
bca93681-1c3b-4958-94bd-9710636a85cd,2026-08-11T05:57:22.361,venkata.manisha@ext.dialog.lk,2026-08-11T05:57:22.361,venkata.manisha@ext.dialog.lk,STP-000051,PO_AFTER_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,4,Quality Check,Quality Check,,1
9ec81ef3-0f62-447c-b4f4-b34281c72f3d,2026-08-11T05:57:40.484,venkata.manisha@ext.dialog.lk,2026-08-11T05:57:40.484,venkata.manisha@ext.dialog.lk,STP-000052,PO_AFTER_INVOICE_NON_ADV,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,5,Payment Completion,Payment Completion,,1
cd5f0bb6-faab-4c11-9090-278bfd8a4b2a,2026-08-11T06:15:27.99,venkata.manisha@ext.dialog.lk,2026-08-11T06:15:27.99,venkata.manisha@ext.dialog.lk,STP-000053,PO_BEFORE_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,1,User submits the invoice with WHT clearance,Internal users submit the invoice together with the WHT clearance. ,,1
c204bb5b-3f4d-493f-b68a-fde3d13d5e50,2026-08-11T06:15:57.319,venkata.manisha@ext.dialog.lk,2026-08-11T06:15:57.319,venkata.manisha@ext.dialog.lk,STP-000054,PO_BEFORE_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,2,Post advance payment entry and document archival,Post advance payment entry and document archival,,1
7bd27837-ca5e-48b9-bc58-c5eda186c42c,2026-08-11T06:16:32.235,venkata.manisha@ext.dialog.lk,2026-08-11T06:16:32.235,venkata.manisha@ext.dialog.lk,STP-000055,PO_BEFORE_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,3,Payment Run and Document Archiving,I2P team will create a sub-task for treasury confirmation,,1
a5336369-6589-4cce-9e59-b66677939c05,2026-08-11T06:17:11.394,venkata.manisha@ext.dialog.lk,2026-08-11T06:17:11.394,venkata.manisha@ext.dialog.lk,STP-000056,PO_BEFORE_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,4,Quality Check ,Quality Check ,,1
a54295e5-fe2a-4f92-a690-6e70b6ba3879,2026-08-11T06:17:41.421,venkata.manisha@ext.dialog.lk,2026-08-11T06:17:41.421,venkata.manisha@ext.dialog.lk,STP-000057,PO_BEFORE_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,5,Payment Completion,Payment Completion,,1
4d2b0869-ebb7-494d-bdc9-144fb9a015f0,2026-08-11T06:18:12.273,venkata.manisha@ext.dialog.lk,2026-08-11T06:18:12.273,venkata.manisha@ext.dialog.lk,STP-000058,PO_BEFORE_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,6,User submits the supporting docs for advance settlement,User submits the supporting docs for advance settlement,,1
458fd58b-0e83-427f-b4a4-736a13936e9a,2026-08-11T06:18:40.971,venkata.manisha@ext.dialog.lk,2026-08-11T06:18:40.971,venkata.manisha@ext.dialog.lk,STP-000059,PO_BEFORE_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,7,Advance settlement,Advance settlement,,1
c69b77fd-a76f-4c1d-bb9b-c391e217a13a,2026-08-11T06:21:51.182,venkata.manisha@ext.dialog.lk,2026-08-11T06:21:51.182,venkata.manisha@ext.dialog.lk,STP-000060,PO_AFTER_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,1,User submits the invoice with WHT clearance,Internal users submit the invoice together with the WHT clearance. ,,1
12113cb7-2392-41af-aab5-18d92d855767,2026-08-11T06:29:03.281,venkata.manisha@ext.dialog.lk,2026-08-11T06:29:03.281,venkata.manisha@ext.dialog.lk,STP-000061,PO_AFTER_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,2,Post advance payment entry and document archival,Post advance payment entry and document archival,,1
336b9f57-5c5e-41e4-b671-0e6bf1aae210,2026-08-11T06:29:26.046,venkata.manisha@ext.dialog.lk,2026-08-11T06:29:26.046,venkata.manisha@ext.dialog.lk,STP-000062,PO_AFTER_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,3,Payment Run and Document Archiving,I2P team will create a sub-task for treasury confirmation,,1
405bced7-66c1-4f0a-bda7-1e9de1692c09,2026-08-11T06:29:53.459,venkata.manisha@ext.dialog.lk,2026-08-11T06:29:53.459,venkata.manisha@ext.dialog.lk,STP-000063,PO_AFTER_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,4,Quality Check ,Quality Check ,,1
7dc22f92-898b-4e79-9461-46ac3a2b9c0f,2026-08-11T06:30:08.852,venkata.manisha@ext.dialog.lk,2026-08-11T06:30:08.852,venkata.manisha@ext.dialog.lk,STP-000064,PO_AFTER_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,5,Payment Completion,Payment Completion,,1
7ff6c04f-6298-422c-a30f-a6ba4971a258,2026-08-11T06:30:30.046,venkata.manisha@ext.dialog.lk,2026-08-11T06:30:30.046,venkata.manisha@ext.dialog.lk,STP-000065,PO_AFTER_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,6,User submits the supporting docs for advance settlement,The user submits the supporting documents to settle the advance.,,1
8c5d36f5-eba4-4ee1-8d37-4f81ab4820ba,2026-08-11T06:30:53.738,venkata.manisha@ext.dialog.lk,2026-08-11T06:30:53.738,venkata.manisha@ext.dialog.lk,STP-000066,PO_AFTER_INVOICE_ADVANCE,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,7,Advance settlement,User has to select the option either advance settlement or 100% advance settlement.,,1
e6dc72d6-9bf3-46d3-8a7e-45ff833457ff,2026-08-11T06:45:42.748,venkata.manisha@ext.dialog.lk,2026-08-11T06:45:42.748,venkata.manisha@ext.dialog.lk,STP-000067,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,1,User submits the advance payment request,Internal users submit the advance payment request.,,1
2df07975-aa91-4e47-9bfc-68b3469f0bc2,2026-08-11T06:46:06.846,venkata.manisha@ext.dialog.lk,2026-08-11T06:46:06.846,venkata.manisha@ext.dialog.lk,STP-000068,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,2,LoA approval,LoA approval,,1
29f5ec7d-d6e7-4c0f-90a3-169b422235a8,2026-08-11T06:46:49.487,venkata.manisha@ext.dialog.lk,2026-08-11T06:46:49.487,venkata.manisha@ext.dialog.lk,STP-000069,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,3,Post advance payment entry and document archival,Post advance payment entry and document archival,,1
2026a2b1-53bf-4f7b-a0e4-443e567a3745,2026-08-11T06:47:09.813,venkata.manisha@ext.dialog.lk,2026-08-11T06:47:09.813,venkata.manisha@ext.dialog.lk,STP-000070,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,4,Payment Run and Document Archiving,Payment Run and Document Archiving,,1
1b34cd8a-5f53-47cb-8aa2-bf41e20700ff,2026-08-11T06:47:26.788,venkata.manisha@ext.dialog.lk,2026-08-11T06:47:26.788,venkata.manisha@ext.dialog.lk,STP-000071,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,5,Quality Check ,Quality Check ,,1
3f3d19a2-e68b-498d-9cac-35495d38e2b0,2026-08-11T06:47:52.037,venkata.manisha@ext.dialog.lk,2026-08-11T06:47:52.037,venkata.manisha@ext.dialog.lk,STP-000072,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,6,Payment Completion,Payment Completion,,1
33f6bae8-9d0b-4dd6-9672-20a7f4767e1d,2026-08-11T06:48:34.382,venkata.manisha@ext.dialog.lk,2026-08-11T06:48:34.382,venkata.manisha@ext.dialog.lk,STP-000073,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,7,User submits the supporting docs for advance settlement,The user submits the supporting documents to settle the advance.,,1
0a91fc80-e420-4657-8209-459bd7feaea3,2026-08-11T06:48:54.437,venkata.manisha@ext.dialog.lk,2026-08-11T06:48:54.437,venkata.manisha@ext.dialog.lk,STP-000074,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,8,Advance clearance and Document Archiving,Checkbox for the I2P users to select “Raise Receipt” that will trigger a task to GFA team for deposit and GL confirmation.,,1
d06be66c-6b87-4eed-a3f7-98e9712b1fee,2026-08-11T06:49:29.037,venkata.manisha@ext.dialog.lk,2026-08-11T06:49:29.037,venkata.manisha@ext.dialog.lk,STP-000075,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,9,Quality check,Quality check,,1
1d5fcbca-0ea5-496b-b5f3-01ffcfa031d5,2026-08-11T06:49:47.689,venkata.manisha@ext.dialog.lk,2026-08-11T06:49:47.689,venkata.manisha@ext.dialog.lk,STP-000076,NON_PO_DIRECT_OFN_AUTHORITY,,96999a76-1bd0-4bec-a032-251abe9c8d44,Brainbox Ariba,10,Payment completion,Payment completion,,1
